SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,-1.2774445836787656,0.18074726309914202,-0.9748087928241488,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.6137012404433893,0.5396954151350245,1.5310219483199305,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,-0.46303730927815856,0.37019212111808014,-0.32205660558873156,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
0,1.5729808767233588,-1.33148800705203,-0.20699610041418742,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
1,-0.13727439951791576,1.1396041321949948,0.2969671475186415,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1,1.4915401492832983,1.5118466602322065,2.2887756701854918,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,1.2879383306831464,0.6726391751483144,1.4138437651360387,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,-0.6666391278783103,-1.4960059100684764,-0.8756749910115718,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,-1.1552834925186746,-1.3580767590546883,-0.9627644991459852,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0.7992939660427822,1.5450826002355291,1.604456845123239,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
0,-1.2367242199587352,-0.32111543095102724,-0.9557717498859525,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,-1.2774445836787656,-1.4893587220678117,-0.9969782344845048,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.5851984004382496,-1.3165318340505352,-0.7954238181156762,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-1.2367242199587352,-0.35268957395418365,-0.9609335900337368,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.5444780367182193,-0.16490651293541178,-0.506868130196157,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0.3106496014024181,0.6344178441444933,0.5525885305636219,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1.369379058123207,1.3340343812144315,2.0346101907719376,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
0,-0.46303730927815856,0.3502505571160864,-0.3128138234437672,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.9924020376385531,0.06275967608734737,-0.7759455922588658,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
0,1.6137012404433893,1.4869197052297147,2.4596678737106434,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,0.6364125111626608,0.3020584441112687,0.5742726710135025,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,1.4915401492832983,-1.5109620830699715,-0.36699108584957246,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,1.6137012404433893,1.7760723832586203,2.7650767491212194,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
0,-0.748079855318371,-0.4424266119631542,-0.684664846397619,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,-1.0738427650786138,-0.17653909193657447,-0.8480128220144709,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,-0.9924020376385531,-1.504314895069307,-0.9354773356297063,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-0.62591876415828,-1.502653098069141,-0.8818736110180992,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,1.3286586944031769,0.9568064621767214,1.671869595087466,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
0,1.002895784642934,-0.18152448293707302,0.43880745585305847,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
0,-0.7888002190384014,1.245959140205627,-0.4062122473143615,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
1,-0.5444780367182193,1.0349109211845293,-0.2214007227069361,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,0.9621754209229036,1.4968904872307114,1.6896933849994733,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0
0,-0.748079855318371,0.4433111891253892,-0.5105961258584456,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0.7992939660427822,-0.8263017190015288,-0.114193273483722,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1.0436161483629645,0.004596781081533054,0.6687078747428397,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0
1,0.5956921474426305,1.0066603721817051,0.9815506823320624,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
0,1.4100994218432374,-0.3776165289566755,0.5732800094466208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,-1.2367242199587352,-1.3248408190513656,-0.9838530426557368,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,-1.0738427650786138,-0.6667692069855808,-0.8837927567140703,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1.5729808767233588,1.6364814352446657,2.6012875905857533,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,0.5549717837226001,-1.479387940066815,-0.612972622122836,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-1.1145631287986442,-0.3626603559551803,-0.8911605114549249,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1.4100994218432374,0.6344178441444933,1.459903261839346,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.1960038562387048,-1.481049737066981,-0.9834559780289841,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
0,-1.1960038562387048,-1.4893587220678117,-0.9801912244312402,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,0.7992939660427822,1.3107692232121058,1.4508810711536886,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0.3920903288424788,-0.4823097399671412,-0.03356709510700443,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.7178532386027215,-1.4760643460664828,-0.5915311322781931,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,-0.38159658183809786,0.8388188751649267,-0.11278148814415713,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1.4100994218432374,-0.3510277769540174,0.5930450042005302,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,-0.30015585439803716,1.15456030519649,0.03940455963175942,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
1,0.26992923768238775,1.141265929195161,0.7051054655284988,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1
0,1.4915401492832983,0.07106866108817798,1.0139114494124029,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1
0,-1.2774445836787656,-1.2932666760482092,-0.9943752552646818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,-0.015113308357824713,0.8737166121684152,0.26107691708938857,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,-0.9516816739185228,0.2073360151017999,-0.709062261796976,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.6666391278783103,0.9451738831755587,-0.31149027468792506,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
0,1.125056875803025,-1.4561227820644893,-0.44523487646577425,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,1.6137012404433893,1.476948923228718,2.396380184035458,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-1.1145631287986442,-1.5093002860698053,-0.950168726819554,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,-0.2594354906780068,0.6992279271509723,-0.03797892429314493,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,-1.1960038562387048,-1.4926823160681442,-0.9773014763143181,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-1.2367242199587352,-1.4993295040688086,-0.9920149266500967,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,-1.2367242199587352,-1.4710789550659844,-0.9889045870738676,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0.14776814652229667,0.827186296163764,0.4713446961008446,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0
0,-1.0331224013585834,0.31867641411292996,-0.7703646283383981,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1.125056875803025,-0.5088984919697991,0.2769815613054252,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0
0,-0.5444780367182193,0.8089065291619363,-0.29071055922120337,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0.5142514200025698,0.34526516611558833,0.5296911370875527,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1,-1.1552834925186746,0.19570343610063723,-0.8761382330761166,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.055833672077855064,1.3107692232121058,0.4251749036678843,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
0,0.5956921474426305,0.8404806721650927,0.8194821371791912,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,-1.2774445836787656,0.4815325201292102,-0.9708160874106916,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-1.2774445836787656,-0.6601220189849164,-0.9859707206650842,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-1.2774445836787656,-1.5076384890696393,-0.9972208850897424,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
1,1.0843365120829946,0.7972739501607736,1.3539531839341816,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
0,-0.9109613101984924,0.1774236690988095,-0.7147535214470971,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0.10704778280226633,0.8720548151682491,0.3974024389411299,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,-1.1552834925186746,-1.166970104035584,-0.9534996578550902,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.015113308357824713,0.8654076271675846,0.328291134740239,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
0,0.43281069256250915,0.4350022041245586,0.479175692906244,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.1552834925186746,-0.3477041829536853,-0.9196168097055311,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.880734693482843,-1.5225946620711341,-0.5508761263279085,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
1,-0.8702409464784621,1.0099839661820376,-0.5656336949555484,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,1.369379058123207,1.2509445312061254,1.8494898381214824,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
0,1.1657772395230555,1.1678546811978192,1.747797175380944,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
0,1.6137012404433893,0.7956121531606076,1.862504734220597,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0.47353105628253944,-0.3477041829536853,0.01648510700975942,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
0,0.35136996512244845,-0.3011738669490337,-0.018610994165988107,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0.7178532386027215,1.302460238211275,1.302180368434823,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
0,0.5956921474426305,1.5317882242341998,1.3218130083131483,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0
0,-0.9924020376385531,-1.4827115340671475,-0.9327640606802298,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-0.5851984004382496,-1.4860351280674797,-0.8476157573877182,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,1.6137012404433893,0.9036289581714056,1.912601054629222,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,-1.2774445836787656,0.5230774451333633,-0.970264608762424,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.3920903288424788,-0.3028356639492,0.06265489944271976,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.5851984004382496,0.3303089931140931,-0.43462442727310635,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.7888002190384014,1.3091074262119398,-0.43263910413934314,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0
0,1.4508197855632678,0.6277706561438292,1.523698311870937,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,-1.1552834925186746,0.24721914310578694,-0.8709763929283322,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1.4915401492832983,1.505199472231542,2.2725401387804944,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
0,-0.62591876415828,-0.44076481496298814,-0.6084946154989033,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,-0.30015585439803716,-1.304899255049372,-0.7275698852328354,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0.43281069256250915,0.8238627021634315,0.695752387653881,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,1.0843365120829946,-1.504314895069307,-0.46636753826738714,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,-1.1145631287986442,0.5297246331340278,-0.8404244758143092,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.46303730927815856,0.4233696251233959,-0.2888575909630243,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
0,1.4915401492832983,1.3406815692150957,2.1860903458780716,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0
0,-0.7888002190384014,-1.3165318340505352,-0.8593732821687827,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.3920903288424788,1.0133075601823696,0.7410177551036825,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0.7992939660427822,1.0266019361836989,1.2391353293648752,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0
1,0.5549717837226001,0.6726391751483144,0.7454516434357538,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1.1657772395230555,0.53304822713436,1.1387441562342484,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0
0,-0.13727439951791576,-1.3265026160515319,-0.6581056346970532,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,-0.30015585439803716,-0.3327480099521901,-0.44708784472395324,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
0,-1.1145631287986442,0.6975661301508063,-0.7980047381895683,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
0,-0.7073594915983407,-0.46569176996548,-0.702157749120666,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
0,-0.5444780367182193,-1.4827115340671475,-0.8347332161641879,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,0.47353105628253944,-1.4860351280674797,-0.6328699717523295,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,-1.0738427650786138,1.113015380192337,-0.7584526895358188,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,1.0436161483629645,0.22727757910379318,0.8605342077562286,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,1.2064976032430856,0.5546515881365197,1.1926567088888853,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,1.5322605130033284,-0.2114368289400632,0.8088716879865232,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0
1,-1.2774445836787656,-1.2982520670487077,-0.994441432702474,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.9109613101984924,-0.36764574695567864,-0.7759235331129352,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,-0.2594354906780068,-1.5009913010689746,-0.7976076735628157,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1.369379058123207,0.8188773111629334,1.6311263525534583,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,-1.0331224013585834,0.14086413509515497,-0.7821442122653932,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.758573602322752,0.6460504231456565,0.891196420599905,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1.6137012404433893,1.3739175092184182,2.3245335457391603,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0
0,1.3286586944031769,-1.2965902700485417,-0.27573239913425635,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-1.2367242199587352,-0.6219006879810957,-0.9703307862002162,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.5322605130033284,0.006258578081699082,1.002264220360992,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1.6137012404433893,0.6875953481498096,1.7416867919581394,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,-1.2774445836787656,-1.4860351280674797,-0.9969341161926433,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
1,-1.2774445836787656,0.3868100911197414,-0.9720734587287416,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-1.1145631287986442,1.1877962451998125,-0.7790118135432335,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.1960038562387048,-1.46443176706532,-0.9804118158905472,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,1.0436161483629645,-1.3115464430500368,-0.35532179765223093,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
1,-0.4223169455581282,-0.8213163280010305,-0.6174506287467685,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.025607055362205634,1.1911198392001445,0.4369986058867409,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-1.2774445836787656,0.1724382780983114,-0.9749190885538024,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.880734693482843,0.3070438351117673,0.7232822017753978,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.6137012404433893,1.1512367111961581,2.2085465564355267,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0
0,-1.2774445836787656,0.9484974771758907,-0.9646174674041641,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.1960038562387048,-0.518869273970796,-0.9311978613191498,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,1.6137012404433893,1.4187860282229037,2.3729313119111217,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,1.6137012404433893,0.6261088591436628,1.6233615331858513,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0
1,0.880734693482843,1.1396041321949948,1.3305925483935677,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
0,1.0843365120829946,0.5097830691320341,1.0647798399286028,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
0,0.880734693482843,0.017891157082861757,0.5440516410884401,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
0,1.125056875803025,0.8238627021634315,1.3021362501429614,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
0,1.125056875803025,-0.13167057293208934,0.5840007543689422,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,-1.1960038562387048,0.3236618051134285,-0.90984460805823,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.4915401492832983,1.1429277261953275,2.0275071457822516,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,-1.2774445836787656,-1.5126238800701375,-0.9972870625275345,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
0,0.7178532386027215,-0.8412578920030237,-0.11399474117034576,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0.9621754209229036,-0.6617838159850825,0.12583229338825158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
0,1.125056875803025,1.0781176431888486,1.4700284098215382,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
1,1.4915401492832983,1.5218174422332031,2.3516662952339247,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
0,-1.2774445836787656,-0.9874960280176428,-0.9903163724134325,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,-1.2774445836787656,0.27380789510844483,-0.9735734806520294,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
